zip	primary_city	acceptable_cities	unacceptable_cities	state	county
00736	Cayey		Bda Buena Vista, Bda Cantera, Bda Nueva, Bda Polvorin, Bda Vieques, Bo Beatriz, Bo Carite, Bo Cedro, Bo Farallon, Bo Guavate, Bo Las Parras, Bo Mogote, Bo Montellano, Bo Vegas, Chalets Las Muesas, Colinas De Cayey, Comunidad San Tomas, Est De Las Brumas, Est De Monte Rio, Hacienda Vistas Del Plata, Jard De Cayey, Jard Del Caribe, Mans De Los Cedros, Mans Monte Verde, Parc El Polvorin, Paseo De Las Brumas, Repto Ana Luisa, Repto Montellano, Sect Sanchez, Urb Aponte, Urb Bosch, Urb Carrasquillo, Urb El Remanso, Urb El Rocio, Urb El Torito, Urb Fullana, Urb La Planicie, Urb La Plata, Urb Las Muesas, Urb Minima, Urb Mirador Echevarri, Urb Mirador Universitario, Urb San Cristobal, Urb San Martin, Valle Alto, Villa Verde	PR	Cayey Municipio
00737	Cayey			PR	
00738	Fajardo		Alts De Monte Brisas, Alts De San Pedro, Bda Obrera, Bda Roosevelt, Bo Jerusalem, Bo Proyecto Fema, Bo Proyecto Veve Calzada 3, Bo Vega Baja, Ext Melendez, Ext Veve Calzada, Jard De Monte Brisas, La Costa Apts, Mans Punta Del Este, Qtas De Fajardo, Terr Demajagua, Terr Demajagua 2, Urb Alhambra, Urb Altamira, Urb Baralt, Urb Batey, Urb Fajardo Gdns, Urb Garcia Ponce, Urb La Costa Gdns Homes, Urb Marines, Urb Melendez, Urb Monte Brisas 2, Urb Monte Brisas 3, Urb Monte Brisas 5, Urb Monte Vista, Urb Montemar, Urb Naranjo Valley, Urb Puertas Del Sol, Urb Rafael Bermudez, Urb San Pedro, Urb Santa Isidra 1, Urb Santa Isidra 2, Urb Santa Isidra 3, Urb Santa Isidra 4, Urb Veve Calzada, Urb Viera, Valle Verde, Villa Clarita, Villa Marina, Vistas Del Convento, Vistas Del Mar	PR	Fajardo Municipio
00739	Cidra		Bosque Real, Ciudad Primavera, Est Del Bosque, Hacienda Primavera, Jard De Rabanal, Jard Treasure Island, Parc Gandara, Parc Gandara Ii, Sect Campobello, Sect Lozada, Urb Campo Bello, Urb Campo Lago, Urb Campo Primavera, Urb Domingo Alejandro, Urb Domingo Rodriguez, Urb Ferrer, Urb Freire, Urb Sabanera, Urb Treasure Vly, Villa Del Carmen, Vista Monte	PR	Cidra Municipio
00740	Puerto Real		Valle Puerto Real	PR	Fajardo Municipio
00741	Punta Santiago	Punta Stgo	Urb Verdemar, Villa Palmira	PR	Humacao Municipio
00742	Roosevelt Roads	Ceiba, Roosevelt Rds		PR	
00744	Rio Blanco			PR	
00745	Rio Grande		Alt Rio Grande, Bda Shangai, Hacienda Las Garzas, Jard Rio Grande, Parc La Dolores, Repto Costa Del Sol, Trump Founders Rsdncs, Urb Cambalache I, Urb Cambalache Ii, Urb Coco Beach, Urb Galateo, Urb Jose H Ramirez, Urb Jose Ph Hernandez, Urb Los Arboles, Urb Los Maestros, Urb Pedregales, Urb Ponderosa, Urb Rio Grande Est, Urb Rio Grande Hls, Urb Sra Del Carmen, Villa Realidad, Villa Vizcay, Villas De Rio Grande, Vistas De Rio Grande I, Vistas De Rio Grande Ii, Vistas Del Mar	PR	Río Grande Municipio
00751	Salinas		Bo Coco Nuevo, Bo Coco Viejo, Bo Playita, Bo Santa Ana I, Bo Santa Ana Iii, Brisas De Evelymar, Est De Evelymar, Ext Carmen, Ext Monserrate, Jard De Salinas, Sect Campito, Urb Corales Del Mar, Urb La Arboleda, Urb La Carmen, Urb Las Antillas, Urb Las Mercedes, Urb Monserrate, Urb Salimar, Villa Cofresi, Villa Natalia	PR	Salinas Municipio
00754	San Lorenzo		Alt De San Lorenzo, Bda Roosevelt, Bosque Llano, Ciudad Masso, Ext Alt De San Lorenzo, Ext Bda Roosevelt, Ext Jard De San Lorenzo, Ext Tamarindo, Hacienda Florida, Jard De Cerro Gordo, Jard De San Lorenzo, Paseo De Las Flores, Paseo De San Lorenzo, Urb Los Caminos, Urb Los Flamboyanes, Urb Masso, Urb Monte Rey, Urb Munoz Marin, Urb Portal Del Sol, Urb San Lorenzo Valley, Urb Santa Clara, Urb Savannah Real, Urb Tamarindo 1, Villas Del Hato, Vistas De San Lorenzo	PR	San Lorenzo Municipio
00757	Santa Isabel		Alt De Santa Isabel, Brisas Del Prado, Est De Santa Isabel, Ext Bda Monserrate, Hacienda Concordia, Paseo Jacaranda, Praderas Del Sur, Urb Alborada, Urb Los Llanos, Valle Costero, Villa Serena	PR	Santa Isabel Municipio
00765	Vieques		Bo Coffi, Bo Tortuguero, Urb Isabel Ii, Urb Lucila Franco	PR	Vieques Municipio
00766	Villalba		Alt De Villalba, Alts Del Alba, Est De Mayoral, Portales Del Alba, Urb La Vega, Urb Las Alondras, Urb Tierra Santa, Villa Alba, Villa Laura, Vista Alegre, Vista Bella	PR	Villalba Municipio
00767	Yabucoa		Alts De Terralinda, Ext Villas De Buenaventura, Jard De Yabucoa, Repto Horizonte, Urb Calvario, Urb Jaime C Rodriguez, Urb Los Angeles, Urb Mendez, Urb Santa Elena, Urb Santa Maria, Valles De Yabucoa, Villa El Recreo, Villa Hilda, Villas De Buenaventura	PR	Yabucoa Municipio
00769	Coamo		Alts De Coamo, Bda San Antonio, Est De Coamo, Est De Hucar, Ext Jard De Coamo, Hacienda Miraflores, Haciendas Monterrey, Jard De Coamo, Jard De Santa Ana, Mans De Coamo, Parc Niagara, Paseo Real, Urb Bella Vista Est, Urb Coamo Gdns, Urb El Bosque, Urb El Eden, Urb La Arboleda, Urb Las Aguilas, Urb Las Fuentes De Coamo, Urb Monte Flores, Urb Monte Real, Urb Paraiso De Coamo, Urb Provincias Del Rio 1, Urb Provincias Del Rio 2, Urb San Antonio, Urb Vistamar, Valle Arriba, Valle Escondido, Villa Cristina, Villa Madrid, Villa Santa Catalina, Villa Tropical, Vista Del Sol, Vistas De Coamo	PR	Coamo Municipio
00771	Las Piedras		Colinas De San Agustin, Est Del Rocio, Ext La Inmaculada, Ext Las Mercedes, Jard De Oriente, Mans De Las Piedras, Mans De Los Artesanos, Paseo De Los Artesanos, Portales De Las Piedras, Repto Arenales, Urb April Gdns, Urb Camino Sereno, Urb Campo Real, Urb La Estancia, Urb La Inmaculada, Urb Las Campinas I, Urb Las Campinas Ii, Urb Las Campinas Iii, Urb Olimpic Cts, Urb Olimpic Pk, Urb Olivia Pk, Urb Olympic Ville, Urb Oriente, Urb Palma Royale, Urb Park Hurst, Valle Piedras, Villa Las Mercedes, Villas De San Cristobal, Villas De San Cristobal Ii	PR	Las Piedras Municipio
00772	Loiza		Jard De Loiza, Sect Villa Canona, Urb Santiago, Vistas Del Oceano	PR	Loíza Municipio
00773	Luquillo		Brisas De Luquillo, Brisas Del Mar, Est Del Atlantico, Hacienda Margarita, Hacienda Paloma, Hacienda Paloma Ii, Urb Alamar, Urb Costa Azul, Urb Los Paisajes, Urb Luquillo Lomas, Urb Luquillo Mar, Urb Paisaje Del Lago, Urb River Edge Hl, Urb Solimar, Villa Angelina, Vistas De Luquillo, Vistas De Luquillo Ii	PR	Luquillo Municipio
00775	Culebra			PR	Culebra Municipio
00777	Juncos		Bda Flores, Brisas Del Prado, Colinas Del Este, Est De Juncos, Est De La Ceiba, Ext Jard De Barcelona, Haciendas De Tena, Jard De Barcelona, Jard De Ceiba Norte, Jard Del Valenciano, Mans De Juncos, Paseo De La Ceiba, Paseo Palma Real, Portales De Juncos, Repto Valenciano, Sect Canales, Urb Cerro Ceiba, Urb Diamaris, Urb El Encanto, Urb La Ceiba, Urb Lirios, Urb Lirios Cala, Urb Lirios Cala Ii, Urb Los Almendros, Urb Madrid, Urb Valencia 1, Urb Valencia 2, Urb Virginia Vly, Villa Ana, Villa Graciela	PR	Juncos Municipio
00778	Gurabo		Alt De Montebrisas, Bda Campamento, Bda Nueva, Ciudad Jardin, Est De Gran Vista, Est De Santa Barbara, Est Siervas De Maria, Ext Llanos De Gurabo, Ext Villa Marina, Jard De Gurabo, Lomas Del Sol, Mans De Navarro, Mans De Santa Barbara, Parc Nuevas, Parq Las Americas, Paseo De Santa Barbara, Praderas De Navarro, Repto San Jose, Urb Altapaz, Urb Bajo Costo, Urb El Vivero, Urb Gran Vista I, Urb Gran Vista Ii, Urb Heavenly Vw Est, Urb Horizonte, Urb Llanos De Gurabo, Urb Los Flamboyanes, Urb Los Robles, Urb Monte Subacio, Urb Oreilly, Urb Paraiso De Gurabo, Urb Preciosa, Urb Reina De Los Angeles, Urb Sabanera Del Rio, Urb Veredas, Valle De Ensueno, Valle De Santa Barbara, Valle Del Tesoro, Villa Alegre, Villa Marina, Villas De Gurabo, Villas Del Carmen, Vista Lago	PR	Gurabo Municipio
00780	Coto Laurel	Ponce	Bo Verdum, Brisas Del Lago, Brisas Del Laurel, Est Del Laurel, Ext Lago Horizonte, Haciendas Del Monte, Mans Del Sur, Mans Real, Urb El Laurel, Urb Lago Horizonte, Urb Laurel Sur, Urb Llanos Del Sur, Urb Santa Rita, Urb Santa Rita 2, Urb Santa Rita 3, Urb Sombras Del Real, Villas Del Laurel 1, Villas Del Laurel 2, Villas Del Turey	PR	Ponce Municipio
00782	Comerio		Urb Ariel, Urb La Hacienda, Urb La Plata, Urb Pasarell, Urb Rio Plata, Urb Sabana Del Palmar	PR	Comerío Municipio
00783	Corozal		Bda Sostre, Bo Pueblo, Colinas De Corozal, Ext Sylvia, Loma Linda, Urb Cerromonte, Urb Cibuco, Urb El Centro, Urb Las Brisas, Urb Maria Del Carmen, Urb Monterey, Urb Monteverde, Urb San Feliz, Urb Sobrino, Urb Sylvia, Valle De Aramana	PR	Corozal Municipio
00784	Guayama		Alts Del Olimpo, Bda Blondet, Bda Borinquen, Bda Marin, Bda Santa Ana, Bo Machete, Bo Olimpo, Brisas Del Mar, Brisas Del Mar Elderly, Chalets De Brisas Del Mar, Comunidad Miramar, Comunidad Puente Jobos, Comunidad San Martin, Hacienda Guamani, Hacienda Jazmin, Jard De Guamani, Jard De Monte Olivo, Parc Nueva Olimpo, Res Valles De Guayama, Urb Algarrobos, Urb Bello Horizonte, Urb Camino De La Princesa, Urb Caribe Mar, Urb Costa Azul, Urb Dorado, Urb El Legado Golf Resort, Urb Green Hls, Urb Guayama Valley, Urb La Hacienda, Urb Rexmanor, Urb Villamar, Urb Vistamar, Urb Vistamar 3, Urb Vives, Valles De Guayama, Villa Rosa, Villa Rosa 1, Villa Rosa 2, Villa Rosa 3, Villa Universitaria	PR	Guayama Municipio
00785	Guayama			PR	
00786	La Plata			PR	Aibonito Municipio
00791	Humacao		Alts De San Benito, Bda Azucena, Bda Obrera, Bda Praa, Ciudad Cristiana, Colinas Del Este, Est De La Loma, Ext Cotto Mabu, Ext Roig, Ext San Antonio, Jard De Humacao, Mans Del Caribe, Parq De Candelero, Plaza Del Mar, Qtas De Humacao, Repto San Felipe, Urb Buzo, Urb El Paraiso, Urb El Recreo, Urb Harbour Pt, Urb La Estancia, Urb La Patagonia, Urb Las Leandras, Urb Los Maestros, Urb Los Rosales, Urb Los Sauces, Urb Mabu, Urb Miradero, Urb Palmanova, Urb Palmanova Vlg, Urb Palmas Plantation, Urb Palmas Reales, Urb Peninsula De San Juan, Urb Pereyo, Urb Rivera Donato, Urb San Antonio, Urb San Francisco, Urb Santa Maria Mayor, Urb Sunrise, Villa Humacao, Villa Oriente, Villa Universitaria, Villas De Candelero, Villas Del Rio, Vista Alegre, Vista Hermosa	PR	Humacao Municipio
00792	Humacao			PR	
00794	Barranquitas		Bda Alemania, Urb San Cristobal, Vistas De Montecielo	PR	Barranquitas Municipio
00795	Juana Diaz		Alts Del Encanto, Brisas Del Sur, Brisas Del Valle, Colinas De San Martin, Est De Juana Diaz, Est Del Rio, Est El Guayabal, Ext Del Carmen, Ext Jacaguax, Ext Las Flores, Ext Las Marias, Hacienda Las Vegas, Jard De Santo Domingo, Mans En Paseo De Reyes, Paseo Del Parque, Paseo Sol Y Mar, Portal Del Valle, Qtas De Altamira, Sect Las Flores, Urb Camino Real, Urb Del Carmen, Urb Hermanos Santiago, Urb Jacaguax, Urb La Esperanza, Urb Las Flores, Urb Las Marias, Urb Los Reyes, Urb Monte Sol, Urb Palacios Del Prado, Urb San Martin, Urb San Martin Ii, Urb Tomas Carrion Maduro, Valle Hucares, Valle Serreno, Villa El Encanto, Villa Norma, Villas Del Sol	PR	Juana Díaz Municipio
00801	St Thomas	Charlotte Ama, Charlotte Amalie		VI	
00802	St Thomas	Charlotte Ama, Charlotte Amalie		VI	
00803	St Thomas	Charlotte Ama, Charlotte Amalie		VI	
00804	St Thomas	Charlotte Ama, Charlotte Amalie		VI	
00805	St Thomas			VI	
00820	Christiansted	St Croix		VI	
00821	Christiansted			VI	
00822	Christiansted			VI	
00823	Christiansted	St Croix		VI	
00824	Christiansted	St Croix		VI	
00830	St John	Cruz Bay		VI	
00831	St John	Cruz Bay		VI	
00840	Frederiksted			VI	
00841	Frederiksted			VI	
00850	Kingshill			VI	
00851	Kingshill			VI	
00901	San Juan	Old San Juan, Viejo San Juan, Viejo Sn Juan		PR	San Juan Municipio
00902	San Juan	Old San Juan, Viejo San Juan, Viejo Sn Juan		PR	
00906	San Juan	Pta De Tierra, Puerta De Tierra		PR	San Juan Municipio
00907	San Juan	Condado, Miramar, Santurce	Bda Figueroa	PR	San Juan Municipio
00908	San Juan		Santurce, Santurce Station	PR	
00909	San Juan	Fdez Juncos, Fernandez Juncos, Minillas, Santurce	Urb Hipodromo	PR	San Juan Municipio
00910	San Juan	Fdez Juncos, Fernandez Juncos		PR	
00911	San Juan	Loiza Street, Santurce		PR	San Juan Municipio
00912	San Juan	Santurce		PR	San Juan Municipio
00913	San Juan	Isla Verde, Santurce		PR	San Juan Municipio
00914	San Juan	Loiza Street, Santurce		PR	
00915	San Juan	Barrio Obrero, Bo Obrero, Santurce	Bda Buena Vista, Sect Cantera, Sect La Playita	PR	San Juan Municipio
00916	San Juan	Barrio Obrero, Santurce		PR	
00917	San Juan	Hato Rey	Bda Bitumul, Bda Buena Vista, Bda Israel, Bda Las Monjas, Sect El Relincho, Urb Davila & Llenza, Urb El Prado, Urb Floral Park, Urb Perez Morris, Urb Pinero, Urb Quintana, Urb Umpierre	PR	San Juan Municipio
00918	San Juan		Bda Tokio, Ext Roosevelt, Parq Central, Urb Baldrich, Urb El Vedado, Urb Hyde Pk, Urb Jb Huyke, Urb Los Ingenieros, Urb Los Maestros, Urb Roosevelt, Villa Pica	PR	San Juan Municipio
00919	San Juan	Hato Rey		PR	
00920	San Juan	Caparra, Caparra Hills, Caparra Ter, Caparra Terrace, Pto Nuevo, Puerto Nuevo	Bechara Ind Park, Caparra Heights, Fort Buchanan, Guaynabo, Mario Julia Ind Park, Monterrey Ind Park, Rio Piedras, San Miguel Ind Park, Urb Altamira, Urb Caparra Hts, Urb Puerto Nuevo, Urb San Patricio, Urb Summit Hls, Villa Borinquen	PR	San Juan Municipio
00921	San Juan	College Park, Pto Nuevo, Puerto Nuevo, Rio Piedras	Caparra Heights, Fort Buchanan, Parq De San Ignacio, Repto Landrau, Repto Metropolitano, Urb Altamesa, Urb Caparra Terr, Urb College Park Iv, Urb Coop V Borinquen, Urb La Riviera, Urb La Riviera Ind Park, Urb Las Americas, Urb Las Lomas, Urb Puerto Nuevo, Urb Santiago Iglesias, Villa El Salvador, Villa Magna	PR	San Juan Municipio
00922	San Juan	Caparra, Caparra Hills, Caparra Ter, Caparra Terrace	Caparra Heights, Fort Buchanan, Guaynabo	PR	
00923	San Juan	65th Infantry	Bo Capetillo, Repto America, Repto San Jose, Urb Casas Yoyo, Urb Del Carmen, Urb Dos Pinos, Urb Dos Pinos Townhouse, Urb Embalse San Jose, Urb Los Maestros, Urb Matienzo Cintron, Urb Open Land, Urb San Agustin, Urb San Jose, Urb Santa Barbara, Urb Valencia, Urb Victoria, Valle Universitario, Villa Dos Pinos, Villa Granada, Vista Del Cano	PR	San Juan Municipio
00924	San Juan	Rio Piedras, 65th Infantry	Alt De Berwind, Bda El Polvorin, Bda Hernandez, Bda Santo Domingo, Ciudad Central I, Colinas De Monte Carlo, Colinas Verde, Ext Colinas Verde, Ext Town Park, Mans De San Martin, Parc Falu, Parc Hill Brothers, Sect Los Penas, Urb Berwind Est, Urb Club Manor, Urb Country Club, Urb Delicias, Urb El Cemi, Urb El Comandante, Urb Gonzalez Seijo, Urb Highland Pk, Urb La Vista, Urb Las Virtudes, Urb Luarca, Urb Monte Carlo, Urb Sabana Llana, Urb San Martin, Urb Sevilla, Urb Town Pk, Urb Vosburg, Villa Capri, Villa Navarra, Villa Olimpica, Villa Prades, Villa Rosales, Vista Del Atlantico	PR	San Juan Municipio
00925	San Juan	Rio Piedras	Bda Blondet, University Station, Urb Cabrera, Urb Gonzalez, Urb Santa Rita	PR	San Juan Municipio
00926	San Juan	Cupey, Rio Piedras	Alts De Borinquen Gdns, Alts Del Remanso, Bda Vista Alegre, Bo Buen Consejo, Bo Canejas, Bo Carraizo, Bo Dulce, Bo Quebrada Arena, Bo Tortugo, Bo Venezuela, Ciudad Senorial, Colinas De Cupey, Est De San Geraldo, Ext Alameda, Ext Mans De Vilanova, Ext Milaville, Hacienda De Carraizo, Ind Victor Fernandez, Jard Botanico Sur, Jard De Caldas, Mans Colinas De Cupey, Mans De Caldas, Mans De Park Gdns, Mans De Rio Piedras, Mans De Romany, Mans De Villanova, Parq Senorial, Paseo Alto, Paseo De La Fuente, Paseo Del Parque, Paseo Del Prado, Paseo Las Brisas, Paseo Las Vistas, Paseo Mayor, Paseo Real, Paseo San Juan, Qtas De Cupey, Repto Contemporaneo, Repto De Diego, Repto Oyola, Repto Universitario, Repto Veterano, Sect Betancourt, Sect Hoyo, Sect La Corte, Sect La Marina, Sect Paracochero, Urb Alamein, Urb Beverly Hills Ct, Urb Borinquen Gdns, Urb Caldas, Urb Cambridge Park, Urb Caribe, Urb Carmen Hls, Urb Crown Hls, Urb Cupey Gdns, Urb El Cerezal, Urb El Dorado, Urb El Escorial, Urb El Mirador, Urb El Mirador De Cupey, Urb El Paraiso, Urb El Pilar, Urb El Remanso, Urb El Senorial, Urb El Vigia, Urb Experimental, Urb Fairview, Urb Garcia, Urb Hill Mansions, Urb Hillside, Urb Hollywood Est, Urb Horizons, Urb Hucares, Urb La Alameda, Urb La Alborada, Urb La Campina, Urb La Cumbre, Urb La Sierra Alta, Urb La Utt, Urb Laderas De Palma Real, Urb Laderas De San Juan, Urb Las Rosas, Urb Litheda Hts, Urb Los Adoquines, Urb Los Campos Montehiedra, Urb Los Cantizales, Urb Luna Llena, Urb Milaville, Urb Mirador De Borinquen Gdn, Urb Monte Apolo Est, Urb Monte Verde Real, Urb Montehiedra, Urb Monterey, Urb Monteverde, Urb Park Gdns, Urb Park Gdns Townhouses, Urb Portal De Los Pinos, Urb Purple Tree, Urb Riberas Del Senorial, Urb Rio Piedras Hts, Urb Rivieras De Cupey, Urb Romany Gdns, Urb Romany Pk, Urb Romany Pk Ii, Urb Roseville, Urb Sagrado Corazon, Urb San Agustin, Urb San Gerardo, Urb San Jose Ind, Urb San Juan Gdns, Urb Tulipan, Urb Venus Gdns, Urb Venus Gdns Norte, Urb Venus Gdns Oeste, Valle Sereno, Villa Andalucia, Villa Colinas De Cupey, Villa Dagmarita, Villa Hucar, Villa Olga, Villas De Carraizo, Villas De Cupey, Villas De Parana, Villas Del Este, Villas Del Pilar, Vista Alegre	PR	San Juan Municipio
00927	San Juan	Rio Piedras	Bda Villamil, Ext Santa Maria, Jard De Vedruna, Jard Metropolitano, Parq De Santa Maria, Urb Antonsanti, Urb Belisa, Urb Caribe, Urb Hyde Pk, Urb San Francisco, Urb San Ignacio, Urb Santa Ana, Urb Santa Maria, Urb University Gdns, Villa Los Olmos, Villa Nevarez, Villas De Palma Real, Villas De San Francisco, Villas De San Ignacio	PR	San Juan Municipio
00928	San Juan	Rio Piedras		PR	
00929	San Juan	Rio Piedras, 65th Infantry		PR	San Juan
00930	San Juan	Rio Piedras, San Jose		PR	
00931	San Juan	Rio Piedras		PR	San Juan
00933	San Juan			PR	San Juan
00934	Fort Buchanan	Ft Buchanan	Urb Coconut Grove, Urb Coqui Gdns, Urb Las Colinas	PR	Guaynabo Municipio
00935	San Juan		Centro Medico Metropolitano	PR	San Juan
00936	San Juan	Barrio Obrero, Caparra, Cupey, Gpo, Loiza Street, Minillas, Old San Juan, Rio Piedras, San Jose, Santurce, Santurce Station, 65th Infantry	Caparra Heights, Fort Buchanan	PR	San Juan Municipio
00937	San Juan			PR	San Juan
00939	San Juan		Unique Brm	PR	San Juan
00940	San Juan	Minillas, Santurce		PR	
00949	Toa Baja	Levittown	Alt Hacienda Dorada, Alts De Covadonga, Bo Campanilla, Bo Palo Seco, Brisas De Campanero, Comunidad Punta Salinas, Ext La Inmaculada, Ext Lagos De Plata, Hacienda Del Norte, Hacienda Del Norte 2, Mans Del Lago, Mans Del Mar, Mans Del Norte, Mans Del Sur, Parq Punta Salinas, Pradera, Pradera Norte, Qta Real, Repto Anamar, Res Campanilla, Sect La Pra, Urb Almira, Urb Altagracia, Urb Camino Del Mar, Urb Campanillas, Urb Covadonga, Urb Dos Rios, Urb El Naranjal, Urb El Plantio, Urb La Inmaculada, Urb La Rosaleda I, Urb La Rosaleda Ii, Urb Lagos De Plata, Urb Las Colinas, Urb Las Gaviotas, Urb Levittown, Urb Levittown Lakes, Urb Levittville, Urb Pabellones, Urb San Pedro, Urb Santa Maria, Urb Toaville, Urb Valparaiso, Villa De Levittown, Vista Del Lago	PR	Toa Baja Municipio
00950	Toa Baja			PR	Dorado Municipio
00951	Toa Baja			PR	Toa Baja Municipio
00952	Sabana Seca		Mans Del Sol	PR	Toa Baja Municipio
00953	Toa Alta		Alt De Bucabarones, Alts De Montecasino, Alts Del Toa, Brisas De Montecasino, Ciudad Jardin I, Ciudad Jardin Ii, Ciudad Jardin Iii, Colinas De Plata, Est De La Fuente, Hacienda El Pilar, Haciendas De Borinquen, Jard De Casablanca, Jard De Escorial, Jard De La Fuente, Jard De Mediterraneo, Jard De Toa Alta, Mans De Montecasino I, Mans De Montecasino Ii, Mans Del Toa, Praderas Del Rio, Qtas De Plaza Aquarium, Repto San Jose, Sect Los Rodriguez, Terr Del Toa, Urb Casitas De La Fuente, Urb Fuentebella, Urb La Providencia, Urb Las Cascadas, Urb Los Arboles, Urb Madelaine, Urb Monte Lago Est, Urb Monte Sol, Urb Monte Verde, Urb Montecasino, Urb Montecasino Hts, Urb Palacio Imperial, Urb Palacios De Marbella, Urb Palacios De Versalles, Urb Palacios Del Monte, Urb Palacios Del Rio I, Urb Palacios Del Rio Ii, Urb Palacios Reales, Urb Plaza De La Fuente, Urb Portobello, Urb San Fernando, Urb Toa Alta Hts, Urb Toalinda, Urb Town Hls, Urb Veredas Del Rio Ii, Urb Woodbridge Pk, Valle Del Paraiso, Villa Del Monte, Villa Matilde, Vistas Del Rio Iii	PR	Toa Alta Municipio
00954	Toa Alta			PR	Toa Alta
00955	San Juan			PR	San Juan
00956	Bayamon		Alts De Bayamon, Bosque De Las Flores, Bosque De Las Palmas, Bosque De Los Pinos, Ciudad Interamericana, Est Del Bosque, Ext Campo Alegre, Ext Oller, Ext Santa Juanita, Ext Vista Bella, Haciendas El Zorzal, Jard De Bayamonte, Lomas Verdes, Mans De Sierra Taina, San Juan, Urb Agustin Stahl, Urb Bayamon Hls, Urb Campo Alegre, Urb Country Est, Urb El Cortijo, Urb Forest View, Urb Francisco Oller, Urb Golden Hls, Urb Irlanda Hts, Urb Lomas Verde, Urb Los Faroles, Urb Magnolia Gdns, Urb Royal Palm, Urb Royal Town, Urb Santa Juanita, Urb Sunny Hls, Valle Bello Chalets, Villa Contessa, Villas De Buena Vista, Villas De Santa Juanita, Villas Del Caribe, Vista Bella	PR	Bayamón Municipio
00957	Bayamon		Alt De Cana, Alt De Sans Souci, Bda Calderon, Bo Los Angeles, Colinas De Bayoan, Est De Cerro Gordo, Ext Rexville, Parc Van Scoy, San Juan, Urb Alhambra, Urb Bayamon Gdns, Urb Bella Vista, Urb Cana, Urb Flamingo Hls, Urb Flamingo Ter, Urb Los Dominicos, Urb May Fair, Urb Miraflores, Urb Montanez, Urb Panorama, Urb Panorama Vlg, Urb Patio De Rexville, Urb Rexville, Urb Royal Gdns, Urb San Fernando, Urb Sans Souci, Urb Santa Catalina, Urb Santa Elena, Urb Santa Elenita, Urb Santa Monica, Urb Sierra Linda, Valle De Cerro Gordo, Villa Arrieta, Vista Alta	PR	Bayamón Municipio
00958	Bayamon			PR	BayamÃ³n
00959	Bayamon		Alt De Flamboyan, Alt Del Rio, Bda Pesquera, Bo Cerro Gordo, Bo Hato Tejas, Colinas Vista Alegre, Ext Forest Hls, Ext Hnas Davila, Ext La Milagrosa, Ext Villa Rica, Ind Minillas, Jard De Caparra, Parc Juan Sanchez, Parq De Torrimar, Parq Flamingo, Parq San Miguel, Parq Valencia, Qtas De Flamingo, Qtas Del Norte, Repto Davila, Repto Flamingo, Repto Rivera, Repto Valencia, San Juan, Urb Altos De Torrimar, Urb Braulio Dueno, Urb Casa Linda Ct, Urb Flamboyan Gdns, Urb Forest Hls, Urb Hnas Davila, Urb La Milagrosa, Urb Las Americas, Urb Riberas Del Rio, Urb San Rafael Est, Urb San Rafael Est Ii, Urb Santa Rosa, Urb Tortuguero, Urb Versalles, Urb Victoria Hts, Villa Betania, Villa De San Agustin, Villa Del Rio Bayamon, Villa Rica, Villa Verde, Villas De Caparra, Villas De San Miguel, Vista Alegre	PR	Bayamón Municipio
